text,label
"Exclusive Service Agreement
Contract Number: CONT-2025-5030
Date: 09-12-2020
PARTIES
This Agreement is made between Pro Tech Worldwide (hereinafter referred to as 'Party A') AND Superior Tech LLC (hereinafter referred to as 'Party B').

TERMS AND CONDITIONS
1. All intellectual property created under this Agreement shall be owned by the creating party.
2. Either party may terminate this Agreement with 30 days written notice.
3. Force majeure events shall excuse performance for the duration of such events.


SIGNATURES",Contract
"Technical Lease Agreement
Contract Number: CONT-2025-5054
Date: 08-11-2022
PARTIES
This Agreement is made between Nexus Services Associates (hereinafter referred to as 'Party A') AND Thomas Williams (hereinafter referred to as 'Party B').

TERMS AND CONDITIONS
1. Any modification to this Agreement must be in writing and signed by both parties.
2. All confidential information disclosed during the term of this Agreement shall remain confidential for 5 years.
3. All intellectual property created under this Agreement shall be owned by Party A.


SIGNATURES",Contract
"Standard Purchase Agreement
Contract Number: CONT-2025-5234
Date: 04-02-2020
PARTIES
This Agreement is made between Christopher Jones (hereinafter referred to as 'Party A') AND Alpha Logistics Associates (hereinafter referred to as 'Party B').

TERMS AND CONDITIONS
1. Any modification to this Agreement must be in writing and signed by both parties.
2. All confidential information disclosed during the term of this Agreement shall remain confidential for 5 years.
3. The parties agree to maintain appropriate insurance coverage throughout the term of this Agreement.


SIGNATURES",Contract
"Standard Partnership Agreement
Contract Number: CONT-2025-5480
Date: 01-11-2022
PARTIES
This Agreement is made between Joseph Garcia (hereinafter referred to as 'Party A') AND William Brown (hereinafter referred to as 'Party B').

TERMS AND CONDITIONS
1. The term of this Agreement shall be two years from the effective date.
2. This Agreement constitutes the entire understanding between the parties and supersedes all prior agreements.
3. All confidential information disclosed during the term of this Agreement shall remain confidential for 7 years.


SIGNATURES",Contract
"Binding Confidentiality Agreement
Contract Number: CONT-2025-5619
Date: 14-08-2022
PARTIES
This Agreement is made between Robert Williams (hereinafter referred to as 'Party A') AND Omega Enterprises Inc (hereinafter referred to as 'Party B').

TERMS AND CONDITIONS
1. Neither party may assign this Agreement without the prior written consent of the other party.
2. All confidential information disclosed during the term of this Agreement shall remain confidential for 5 years.
3. Any modification to this Agreement must be in writing and signed by both parties.


SIGNATURES",Contract
"Binding Purchase Agreement
Contract Number: CONT-2025-5870
Date: 27-12-2021
PARTIES
This Agreement is made between Pro Industries Worldwide (hereinafter referred to as 'Party A') AND Omega Industries Group (hereinafter referred to as 'Party B').

TERMS AND CONDITIONS
1. All disputes arising out of or relating to this Agreement shall be resolved through binding arbitration in Philadelphia.
2. Force majeure events shall excuse performance for the duration of such events.
3. The parties agree to maintain appropriate insurance coverage throughout the term of this Agreement.


SIGNATURES",Contract
"Comprehensive Purchase Agreement
Contract Number: CONT-2025-6804
Date: 17-11-2020
PARTIES
This Agreement is made between Peak Enterprises International (hereinafter referred to as 'Party A') AND Robert Martinez (hereinafter referred to as 'Party B').

TERMS AND CONDITIONS
1. Neither party may assign this Agreement without the prior written consent of the other party.
2. Party B shall compensate Party A at the rate of $150 per week for services rendered.
3. All intellectual property created under this Agreement shall be owned by Party B.


SIGNATURES",Contract
"Commercial Distribution Agreement
Contract Number: CONT-2025-6986
Date: 13-04-2023
PARTIES
This Agreement is made between Robert Johnson (hereinafter referred to as 'Party A') AND Global Systems LLC (hereinafter referred to as 'Party B').

TERMS AND CONDITIONS
1. Either party may terminate this Agreement with 30 days written notice.
2. All intellectual property created under this Agreement shall be owned by the creating party.
3. Force majeure events shall excuse performance for the duration of such events.


SIGNATURES",Contract
"Legal Loan Agreement
Contract Number: CONT-2025-7175
Date: 17-01-2021
PARTIES
This Agreement is made between Advanced Dynamics Partners (hereinafter referred to as 'Party A') AND Joseph Garcia (hereinafter referred to as 'Party B').

TERMS AND CONDITIONS
1. All confidential information disclosed during the term of this Agreement shall remain confidential for 2 years.
2. The term of this Agreement shall be three years from the effective date.
3. All disputes arising out of or relating to this Agreement shall be resolved through binding arbitration in Phoenix.


SIGNATURES",Contract
"Standard License Agreement
Contract Number: CONT-2025-7241
Date: 05-12-2022
PARTIES
This Agreement is made between Peak Services Co (hereinafter referred to as 'Party A') AND Joseph Martinez (hereinafter referred to as 'Party B').

TERMS AND CONDITIONS
1. This Agreement shall be governed by and construed in accordance with the laws of the State of Florida.
2. Neither party may assign this Agreement without the prior written consent of the other party.
3. Limitation of liability shall not exceed $50000 for any claim arising from this Agreement.


SIGNATURES",Contract
"Mutual Software Development Agreement
Contract Number: CONT-2025-7464
Date: 14-03-2021
PARTIES
This Agreement is made between William Garcia (hereinafter referred to as 'Party A') AND Thomas Davis (hereinafter referred to as 'Party B').

TERMS AND CONDITIONS
1. Party B shall compensate Party A at the rate of $125 per week for services rendered.
2. All intellectual property created under this Agreement shall be owned by Party B.
3. The parties agree to maintain appropriate insurance coverage throughout the term of this Agreement.


SIGNATURES",Contract
"Comprehensive Purchase Agreement
Contract Number: CONT-2025-7658
Date: 10-04-2021
PARTIES
This Agreement is made between Pro Industries Partners (hereinafter referred to as 'Party A') AND Joseph Garcia (hereinafter referred to as 'Party B').

TERMS AND CONDITIONS
1. All confidential information disclosed during the term of this Agreement shall remain confidential for 2 years.
2. Party A warrants that the services will be performed in a professional and workmanlike manner.
3. The term of this Agreement shall be thirty days from the effective date.


SIGNATURES",Contract
"Professional Marketing Services Agreement
Contract Number: CONT-2025-7795
Date: 12-01-2021
PARTIES
This Agreement is made between David Miller (hereinafter referred to as 'Party A') AND Global Solutions Associates (hereinafter referred to as 'Party B').

TERMS AND CONDITIONS
1. The parties agree to maintain appropriate insurance coverage throughout the term of this Agreement.
2. Any modification to this Agreement must be in writing and signed by both parties.
3. All confidential information disclosed during the term of this Agreement shall remain confidential for 7 years.


SIGNATURES",Contract
"Technical Employment Contract
Contract Number: CONT-2025-8242
Date: 02-01-2021
PARTIES
This Agreement is made between Robert Miller (hereinafter referred to as 'Party A') AND Robert Williams (hereinafter referred to as 'Party B').

TERMS AND CONDITIONS
1. The term of this Agreement shall be one year from the effective date.
2. All disputes arising out of or relating to this Agreement shall be resolved through binding arbitration in Chicago.
3. Neither party may assign this Agreement without the prior written consent of the other party.


SIGNATURES",Contract
"Mutual Marketing Services Agreement
Contract Number: CONT-2025-9109
Date: 28-11-2020
PARTIES
This Agreement is made between Prime Industries LLC (hereinafter referred to as 'Party A') AND Pro Systems Worldwide (hereinafter referred to as 'Party B').

TERMS AND CONDITIONS
1. All disputes arising out of or relating to this Agreement shall be resolved through binding arbitration in Los Angeles.
2. The term of this Agreement shall be six months from the effective date.
3. Neither party may assign this Agreement without the prior written consent of the other party.


SIGNATURES",Contract
"Non-Exclusive Partnership Agreement
Contract Number: CTR-2025-1075
Date: 10-08-2022
PARTIES
This Agreement is made between Alpha Industries Partners (hereinafter referred to as 'Party A') AND John Martinez (hereinafter referred to as 'Party B').

TERMS AND CONDITIONS
1. Party A shall provide software development in accordance with the specifications outlined in Exhibit A.
2. Either party may terminate this Agreement with 60 days written notice.
3. Any modification to this Agreement must be in writing and signed by both parties.


SIGNATURES",Contract
"Exclusive Consulting Agreement
Contract Number: CTR-2025-1352
Date: 07-04-2020
PARTIES
This Agreement is made between Peak Logistics Co (hereinafter referred to as 'Party A') AND Richard Rodriguez (hereinafter referred to as 'Party B').

TERMS AND CONDITIONS
1. All confidential information disclosed during the term of this Agreement shall remain confidential for 5 years.
2. All intellectual property created under this Agreement shall be owned by Party A.
3. The term of this Agreement shall be three years from the effective date.


SIGNATURES",Contract
